Name,TakesOnlineOrders,hastablebooking,Ratings,Votes,Rest_Type,Cuisines,Cost,Type,City,Ratings_null,target
Zuiqa Taste,0,0,3.7,0,74,999,300.0,4,20,1,0
Cheesy Bites,1,0,3.7,0,74,2583,200.0,2,9,1,0
Bon Sante,1,0,3.6,104,3,2359,800.0,2,20,0,0
Hasini Foods,0,0,2.9,21,74,2469,450.0,2,3,0,0
Smokie Brownie,1,0,3.2,7,3,2257,600.0,2,23,0,0
The Waffles Hut,1,0,3.8,23,29,218,400.0,2,2,0,1
Jaganath Hotel and Restaurant,1,0,3.7,35,74,999,200.0,2,25,0,0
Nandhana Mithai,0,0,3.7,0,86,836,500.0,3,8,1,0
Oh My Chaat,1,0,3.1,18,74,1811,300.0,2,18,0,0
Bhaiyaji Food Court,0,0,3.4,27,74,1274,300.0,3,5,0,0
Delicious Demons,1,0,3.3,26,27,13,400.0,2,0,0,0
Just Bake,1,0,3.3,8,0,1780,400.0,2,6,0,0
Chaatimes,1,0,3.4,47,74,1832,200.0,4,29,0,0
Aroma Of Asia,0,0,3.9,49,74,386,400.0,2,22,0,1
Eat Well,1,0,2.9,22,27,999,400.0,2,25,0,0
Indian Chicken Biryani Point,1,0,3.3,9,74,2196,300.0,4,3,0,0
Hotel Girija Sagar,1,0,3.3,5,74,1628,200.0,2,7,0,0
Galitos,1,0,4.6,415,13,0,1000.0,2,3,0,1
ZBar,0,0,3.7,0,14,464,1500.0,6,6,1,0
Natis,0,0,3.7,0,74,1306,500.0,4,7,1,0
Quench Bar,0,0,4.0,108,76,1610,1300.0,6,10,0,1
Matsya Lunch Home,1,0,3.7,10,74,783,400.0,4,7,0,0
Aalishan Restaurant  Caterer,1,0,3.5,889,13,1278,650.0,2,2,0,0
Alchemy Coffee Roasters,0,0,4.2,713,3,2257,500.0,1,24,0,1
The Bar Stock Exchange,0,0,4.3,606,72,76,1300.0,5,18,0,1
SherEPunjab,1,0,3.4,422,74,999,400.0,2,8,0,0
Mangalas Tea Time Cafe,1,0,3.7,0,74,1876,150.0,2,0,1,0
Donne Biriyani Mane,0,0,3.8,161,74,2063,300.0,2,26,0,1
Sultans Biryani,0,0,3.0,10,27,2151,700.0,2,8,0,0
Kobe Sizzlers,1,1,4.1,1473,13,890,1500.0,2,23,0,1
Five Star Chicken,0,0,2.7,45,74,312,300.0,4,3,0,0
Linoui,1,0,4.1,33,29,218,400.0,3,13,0,1
Auntie Annes,0,0,4.0,24,29,218,500.0,3,15,0,1
Falahaar,0,0,3.9,154,74,1432,200.0,4,28,0,1
Sector 7 Caf,1,0,4.3,1105,3,2377,700.0,2,2,0,1
Martinos,0,0,3.6,30,74,627,350.0,4,29,0,0
Happy Eats,1,0,3.7,0,27,1160,300.0,2,2,1,0
Zaitoon Lassi Cafe,1,0,3.7,0,56,298,200.0,2,3,1,0
Zaitoon Lassi Cafe,1,0,3.7,0,56,298,200.0,2,29,1,0
Goli Vada Pav No 1,1,0,3.7,215,74,1811,200.0,2,3,0,0
Panjurli Family Restaurant,0,0,3.7,0,74,1737,400.0,2,27,1,0
Andhra Kitchen,1,0,3.9,45,74,2225,400.0,4,21,0,1
Stoner,1,0,4.5,2594,32,554,500.0,1,0,0,1
Faasos,1,0,3.9,252,74,981,500.0,4,20,0,1
La Passion Cafe,1,0,3.7,0,3,2257,500.0,2,25,1,0
Bombay Kulfi,0,0,3.7,0,29,246,150.0,3,2,1,0
FreshMenu,1,0,3.8,1082,27,1269,450.0,2,23,0,1
Ambur Biryani,0,0,3.5,17,74,2082,250.0,2,2,0,0
New Friends,1,0,3.8,273,13,1176,900.0,2,24,0,1
S M V Snacks Corner,1,0,3.7,34,74,287,200.0,2,25,0,0
Pecos Hideout,0,1,4.0,169,76,437,1100.0,6,29,0,1
Maruti Garden,0,0,3.7,0,13,1255,500.0,4,29,1,0
Andhra Ruchulu,1,0,4.0,52,74,2647,400.0,4,10,0,1
NS Garden Restaurant,0,0,3.7,0,13,47,550.0,4,21,1,0
Vinaya Coffee Moments,1,0,3.8,46,3,2221,450.0,4,4,0,1
Brew Cafe,0,0,3.2,4,74,287,300.0,4,29,0,0
Srinidhi Veg Food Court,1,0,3.9,96,74,2663,300.0,4,26,0,1
Nagas,0,0,2.7,16,44,532,500.0,4,4,0,0
Half Girlfriend,1,0,3.7,0,74,2160,600.0,2,21,1,0
Fish Chain,1,0,4.1,54,92,1578,250.0,2,29,0,1
Panther Cafe,1,0,3.5,8,56,1996,200.0,2,2,0,0
The Chervil,1,0,4.1,232,13,1160,1000.0,2,24,0,1
9th Cross Cafe,0,0,3.6,12,3,2449,550.0,4,10,0,0
Crunch Pizzas,1,0,2.6,473,74,627,600.0,2,3,0,0
BluO,0,1,4.1,402,53,146,1500.0,5,7,0,1
Juicy,1,0,3.9,37,89,2031,200.0,4,21,0,1
Hotel Green Tara,0,0,3.9,42,13,4,500.0,4,6,0,1
Knight Ryders,1,0,3.4,239,27,999,400.0,2,2,0,0
Meghana Biryani,1,0,2.3,235,13,917,800.0,4,17,0,0
Platter,1,0,2.9,26,74,1840,300.0,4,18,0,0
Janahaar,1,0,3.8,70,74,1628,100.0,4,1,0,1
Tap House Resto Bar,1,1,3.4,183,14,2672,900.0,6,21,0,0
Mangalas Tea Time Cafe,1,0,3.7,0,74,1876,150.0,2,12,1,0
Second Wife Cafe,1,0,3.8,61,74,746,400.0,4,12,0,1
Hotel Smile,1,0,3.1,6,13,999,400.0,2,4,0,0
Shadow Kolkata Katti Rolls  Momos,1,0,3.7,0,74,1517,250.0,4,18,1,0
Lennys Kitchen,1,0,3.7,0,74,2595,300.0,4,27,1,0
FIFA Cafe,0,0,3.2,4,3,2296,300.0,2,8,0,0
The Irish House,1,0,4.2,793,20,266,1700.0,4,17,0,1
Puro Gusto,0,0,3.9,26,3,2257,400.0,1,14,0,1
Ghee Positive,1,0,3.8,48,74,999,300.0,4,28,0,1
Gowdara Naati Mane,0,0,3.7,0,13,1640,600.0,2,22,1,0
Happy Eat,1,0,3.3,86,74,2098,300.0,2,19,0,0
Cream Stone,1,0,4.1,249,29,248,500.0,2,7,0,1
Bengalooru Tiffanys,1,0,3.1,39,74,1753,400.0,2,24,0,0
The Chocolate Heaven,1,0,3.8,135,32,239,700.0,2,23,0,1
Biryanis And More,1,0,3.7,21,74,2159,750.0,4,28,0,0
Namdharis Salad Bar,0,0,3.9,82,74,660,300.0,4,23,0,1
Mahesh Lunch Home,1,1,4.1,866,13,1608,1400.0,4,13,0,1
Andhra Spices,0,0,3.2,4,74,2536,400.0,2,19,0,0
Nilu Ki Rasoi,1,0,3.7,37,74,999,250.0,2,0,0,0
Hang10 Resto N Cafe,1,0,3.8,100,3,2472,700.0,4,0,0,1
The Oriental Spice  Ashraya Hotel,1,0,3.9,158,13,2709,1300.0,4,18,0,1
BTown Cafe  Restaurant,0,0,3.5,8,44,502,350.0,2,17,0,0
Cafe Velvette,0,0,3.5,11,8,2273,400.0,3,10,0,0
Bullet Biryani,1,0,3.2,9,92,2063,300.0,2,29,0,0
Strikers Sports Bar and Music,0,1,3.8,73,76,152,1200.0,4,18,0,1
Retro Lounge Bar,0,1,3.8,108,76,999,1400.0,4,18,0,1
Daily Bread,0,0,2.7,53,52,1935,600.0,4,28,0,0
Ghar Ki Rasoi,1,0,3.7,0,27,1344,300.0,2,0,1,0
E2  Entre Envoy,0,0,3.5,13,27,2630,550.0,2,24,0,0
Namma Kudla,1,0,3.9,200,74,792,400.0,2,16,0,1
Frozen Bottle,1,0,4.1,244,56,2008,400.0,3,0,0,1
Kesariya,0,1,4.2,174,13,1504,1200.0,2,7,0,1
Dhuaan,0,0,4.3,148,3,2331,800.0,1,3,0,1
Udupi Gokul Cafe,0,0,3.8,58,74,1628,300.0,4,25,0,1
The Terrace at Windmills Craftworks,0,0,4.1,450,13,917,1800.0,0,19,0,1
Baba Ka Dhaba,1,0,3.7,194,74,917,400.0,2,4,0,0
SWAT Food Truck,1,0,3.7,216,50,1959,450.0,2,23,0,0
Mumbai Xpress,1,0,3.7,418,74,1832,400.0,2,7,0,0
Jars,1,0,3.8,28,27,492,650.0,2,18,0,1
Bangalore Bytes,1,0,3.5,121,74,423,300.0,2,22,0,0
Toscano,1,1,4.4,1849,13,636,1500.0,4,5,0,1
Imperial Restaurant,1,0,3.6,243,13,1585,800.0,4,29,0,0
Al Baith,0,0,3.7,0,74,999,300.0,2,28,1,0
Chaatimes,1,0,3.4,47,74,1832,200.0,2,28,0,0
Gujrati Mess,1,0,3.6,18,59,487,200.0,2,0,0,0
Le Roll Cafe,1,0,3.9,52,74,305,300.0,4,26,0,1
AlBaik Tandoori Restaurant,1,0,3.6,113,74,1011,450.0,2,22,0,0
Chination,1,0,3.5,4,27,2521,600.0,2,29,0,0
Quench  Crunch,1,0,3.6,23,56,2010,150.0,2,3,0,0
Just Parathas,0,0,3.4,5,74,917,250.0,4,15,0,0
The Hidden Cafe,1,0,3.9,95,74,1199,350.0,2,0,0,1
Ambur Royal Biryani,0,0,3.7,0,74,2063,150.0,4,8,1,0
Dabba Gosht,1,0,3.4,15,92,646,400.0,2,2,0,0
Body Temple,1,0,3.3,12,74,489,500.0,2,25,0,0
Saarangi Express,0,0,3.4,6,74,422,250.0,4,25,0,0
Neer Dosa Fish Land,0,0,3.6,39,13,1604,600.0,2,28,0,0
Burger King,1,0,3.9,1075,74,2233,600.0,4,25,0,1
Kalmane Koffees,0,0,4.1,367,3,2257,350.0,1,3,0,1
Ginger Greens,0,1,3.9,303,13,2469,750.0,4,27,0,1
Intriicake,1,0,3.8,34,75,1923,350.0,2,2,0,1
Royal Tea House,0,0,3.7,0,74,917,100.0,4,6,1,0
Hotel Annapoorna,1,0,3.2,9,74,1681,400.0,2,4,0,0
Swathi,1,0,3.8,591,13,2691,700.0,4,11,0,1
Chai Galli,1,0,4.1,825,3,2499,300.0,1,8,0,1
Gowri Gajanand Sweets,1,0,4.0,67,86,847,300.0,2,15,0,1
Kababji Cafe,1,0,3.7,0,74,2189,300.0,2,21,1,0
Sunny Side Bistro,1,0,3.8,362,3,2331,700.0,4,22,0,1
Cheers Pub Bar  Restro,0,1,3.7,0,70,105,1100.0,2,28,1,0
Food Point,0,0,3.2,167,13,917,450.0,2,15,0,0
Belly Doze,0,0,3.7,0,27,1290,600.0,2,23,1,0
New Udupi Grand,1,0,3.6,36,74,1753,250.0,4,0,0,0
F5,0,0,3.2,4,74,1375,300.0,4,15,0,0
Dribzz Bakes  Cafe,0,0,3.7,0,74,338,200.0,4,2,1,0
Chickpet Donne Biriyani Mane,1,0,3.0,16,74,2127,350.0,4,26,0,0
Tandoori Paradise,1,0,3.5,8,27,999,600.0,2,29,0,0
Ente Keralam,1,0,4.0,1106,13,728,1300.0,4,13,0,1
China Down Town,1,0,3.5,5,13,2521,800.0,2,28,0,0
Burrito Boys,1,0,3.0,6,49,830,400.0,2,0,0,0
Bangalore Shadi Biriyani,1,0,3.5,57,74,2622,150.0,2,18,0,0
Chawlas 2 Onlinecom,1,0,3.7,0,27,917,800.0,2,18,1,0
Equinox Bar  DoubleTree Suites By Hilton,0,1,3.9,52,53,217,1900.0,0,12,0,1
Panchami Garden,0,0,3.5,56,74,1730,400.0,4,0,0,0
Mad About China,1,0,3.9,146,44,2608,600.0,2,19,0,1
Dominos Pizza,1,0,2.7,477,74,1481,400.0,2,21,0,0
Mudpipe Cafe,1,0,4.2,744,3,2361,750.0,2,5,0,1
Zamindar,1,1,4.6,376,13,2143,800.0,4,27,0,1
Chianti,0,1,4.4,280,13,576,1500.0,4,20,0,1
The Boozy Griffin,0,1,4.6,5015,20,271,1800.0,4,2,0,1
Vinaya Coffee Moments,1,0,3.7,46,3,2221,450.0,1,4,0,0
Karavali Family Restaurant,1,0,3.5,90,13,1586,500.0,2,16,0,0
Hyderabadi Biryani Flames,1,0,3.7,0,92,2064,300.0,2,2,1,0
Mini Forest,0,0,3.3,6,74,353,500.0,4,4,0,0
Little Shangai,0,0,3.3,4,44,2639,400.0,4,25,0,0
Mainland China,1,1,4.5,1150,13,2521,1700.0,4,7,0,1
Whats In A Name,1,1,4.1,1781,69,440,1200.0,2,25,0,1
Punjabi Thadka,0,0,3.7,0,74,917,400.0,4,15,1,0
Chinita Real Mexican Food,0,0,4.5,740,13,821,1200.0,4,3,0,1
Dhaba Estd 1986 Delhi,1,1,4.4,1209,14,917,1100.0,2,17,0,1
Arya Bhavan Sweets,1,0,3.2,9,90,849,300.0,2,22,0,0
Gillys Restobar,0,1,4.5,3903,72,451,1000.0,6,0,0,1
Zengi Pub  Restaurant,1,0,3.7,32,72,449,900.0,6,0,0,0
BJM Restaurant  Cafe,0,0,3.7,0,74,1061,350.0,2,21,1,0
Pizza Hut,1,0,3.8,693,13,1481,750.0,2,16,0,1
Southindies,0,1,4.0,1230,13,1658,800.0,4,10,0,1
Sri Sankara Cafe,1,0,3.6,26,74,1628,100.0,4,4,0,0
Andhra Spicy Inn,1,0,3.7,0,74,1421,450.0,2,27,1,0
Mango Tree The Beer Garden,1,1,4.1,1320,13,1043,1200.0,2,4,0,1
Nandanam Restaurant,1,0,3.8,50,92,1344,400.0,2,21,0,1
Peace Restaurant,1,0,2.8,109,13,2722,500.0,2,16,0,0
Cafe Velvette,0,0,3.5,11,8,2273,400.0,3,23,0,0
South Mouth,1,0,3.7,0,74,1199,300.0,2,4,1,0
Soda Bottle Opener Wala,1,1,4.4,3702,17,1462,1300.0,4,5,0,1
Navya Foods,1,0,3.4,7,74,1199,300.0,2,16,0,0
Kings Appetite,1,0,3.7,45,49,999,500.0,4,21,0,0
Donne Biriyani Angadi Mane,1,0,3.8,268,74,1640,250.0,2,11,0,1
Anikas India Kitchen,1,0,3.3,5,27,2151,250.0,2,0,0,0
Yum Kitchen,1,0,3.2,51,27,999,600.0,2,0,0,0
Skytouch Le Cafe,1,0,3.7,127,3,2444,700.0,1,4,0,0
Angel Restaurant,1,0,2.8,165,74,743,450.0,2,24,0,0
Kebarbiq,0,0,4.0,138,13,936,800.0,2,2,0,1
New Nandan Family Restaurant,0,0,3.7,0,13,2525,450.0,2,4,1,0
Just Bake,0,0,3.8,32,52,1902,400.0,2,25,0,1
Malabar Xpress,1,0,3.7,0,74,1712,300.0,2,25,1,0
The Trundle,1,0,3.7,133,13,2708,700.0,2,25,0,0
Cafe MaLaBar,0,0,3.7,0,74,738,150.0,4,8,1,0
Monsoon  The Park Bangalore,0,1,4.1,274,39,617,3000.0,0,5,0,1
Kitchen Garden,1,0,3.6,247,74,999,300.0,2,24,0,0
Sri Udupi Park,1,0,4.2,770,74,1739,300.0,4,23,0,1
Coastal Fish Land,1,0,3.7,0,13,783,500.0,4,17,1,0
Sotally Tober,0,1,4.4,229,12,1057,1200.0,4,13,0,1
Omleterian,1,0,3.7,0,74,557,200.0,2,2,1,0
Aaha Andhra,1,0,3.7,11,13,2336,900.0,4,17,0,0
Kaka Da Dhaba,1,0,3.1,16,74,917,400.0,4,19,0,0
Punjabi Tasty Khana,1,0,3.1,158,74,1027,450.0,4,19,0,0
LIT Gastro Pub,1,1,3.8,202,69,2553,1000.0,2,0,0,1
Myu Bar at Gillys Redefined,0,1,4.4,1244,62,2125,1200.0,4,2,0,1
Cafe  Elanza,0,0,3.7,145,15,2635,1000.0,0,20,0,0
Shanghai Times,0,0,3.2,23,44,2528,450.0,4,4,0,0
Dominos Pizza,1,0,3.4,378,74,1481,400.0,4,26,0,0
Chokha Zaika,0,0,3.7,0,74,917,300.0,2,21,1,0
Bhojohori Manna,1,0,4.1,1962,13,1979,650.0,2,2,0,1
The Choux Box,0,0,3.5,11,92,220,300.0,3,2,0,0
The Paratha Stories,1,0,3.3,38,27,917,400.0,2,10,0,0
Caf S,0,0,3.2,4,3,2268,600.0,1,2,0,0
All Shook Up,1,0,3.9,77,31,226,300.0,3,23,0,1
STTYTT,1,0,3.7,0,92,1366,400.0,2,3,1,0
Andhra Ghumaghumalu,1,0,3.7,0,74,2336,300.0,2,19,1,0
Chaat Bazaar,1,0,3.7,35,74,1811,300.0,2,15,0,0
Lakeview Milkbar,0,0,3.8,290,32,238,500.0,4,3,0,1
Bangaliana,1,0,3.6,124,74,1963,600.0,2,19,0,0
HIGH SKY,0,0,3.3,32,13,155,1000.0,4,8,0,0
Godavari Delights,1,0,3.0,11,13,1628,400.0,2,21,0,0
Protein Grillhouse,1,1,4.2,174,13,501,800.0,2,0,0,1
Krusts N Krumbs,0,0,3.7,0,0,1902,350.0,3,16,1,0
Daniyals,1,0,3.1,42,74,985,800.0,4,0,0,0
Alter Ego DDeli,1,0,3.8,140,3,2364,650.0,2,26,0,1
Kanchanjunga Kitchen  The Flavour of Hills,1,0,3.7,0,74,2620,300.0,2,13,1,0
Burger King,1,0,4.0,350,74,2233,600.0,2,0,0,1
Now Momos,0,0,3.4,11,74,2584,200.0,4,29,0,0
Dine in Restaurant,0,0,3.4,7,74,1737,500.0,4,2,0,0
Just Bake,1,0,3.5,33,52,1902,400.0,3,18,0,0
Cookie Man,1,0,3.4,36,0,1780,150.0,3,5,0,0
Kerala Mess,1,0,3.4,19,74,690,200.0,2,3,0,0
Whats Ap,0,0,3.3,6,13,2225,800.0,4,19,0,0
Amande Patisserie,1,0,4.2,233,16,1941,300.0,2,13,0,1
Northern Route,1,0,4.1,159,74,1432,300.0,2,20,0,1
Pop Hop,1,0,4.1,206,29,555,300.0,2,3,0,1
Shawarma Inc,1,0,3.3,7,44,1527,250.0,2,3,0,0
Holige Mane,0,0,3.7,0,74,1628,150.0,2,25,1,0
Little Paramount Restaurants,0,0,3.6,32,74,895,400.0,2,22,0,0
Zodiac Grills,1,0,3.2,4,74,999,500.0,2,12,0,0
Desi Tadka,0,0,3.7,0,74,917,200.0,2,3,1,0
Enroute,0,0,3.6,31,92,90,300.0,2,21,0,0
Hotel Thansika,0,0,3.7,0,74,1640,200.0,4,14,1,0
Krispy Kreme,1,0,4.1,259,29,226,300.0,2,23,0,1
Gams Delicacy,0,0,3.2,6,13,1019,800.0,4,24,0,0
Cake Box,1,0,3.4,99,0,1902,400.0,3,2,0,0
Treat Kitchen,1,0,3.8,79,74,1126,400.0,4,8,0,1
Rawal Jalebi,1,0,3.5,9,29,218,100.0,3,22,0,0
Cafe Fattoush,1,0,3.8,24,3,2461,700.0,4,3,0,1
Rage Chocolatier,0,0,3.7,0,26,218,400.0,3,18,1,0
Sahanas Nati Style,1,0,3.7,48,74,917,350.0,2,2,0,0
Upahara Sagar,1,0,3.0,25,74,1737,300.0,2,0,0,0
Sugary Bakers  A Boutique Bakery,0,0,3.7,0,0,1902,200.0,2,28,1,0
Real Fresh Dosa Corner,0,0,3.7,31,74,1628,200.0,4,8,0,0
Akss  India Reimagined,0,1,4.2,258,13,860,1800.0,4,7,0,1
Swadesh Tadka,1,0,3.5,179,13,1026,600.0,2,25,0,0
Biriyani Section,1,0,3.7,28,74,2151,300.0,2,15,0,0
The Podium Sports Bar,0,1,3.8,28,76,1496,1200.0,4,8,0,1
New Gongura Grand,1,0,3.9,368,13,2358,550.0,2,0,0,1
Safa Hotel,1,0,3.7,0,74,963,200.0,4,18,1,0
Cream Stone,1,0,4.2,341,29,226,500.0,2,3,0,1
Bombay Kulfi,0,0,3.7,0,29,246,150.0,2,5,1,0
Copper Cafe  Grill,0,0,3.7,0,3,2476,500.0,1,12,1,0
Kim Lee Restaurant,0,0,3.8,264,13,2608,650.0,2,23,0,1
Hotel Green Land,0,0,3.3,7,13,1344,400.0,2,23,0,0
Koramangala Social,1,0,4.6,4695,53,2092,1500.0,5,29,0,1
Coffee Mug Cafe,0,0,3.7,23,3,2326,400.0,1,8,0,0
Sanchez,0,0,4.3,1050,53,830,1500.0,4,6,0,1
Tummy Fuel,1,0,4.2,450,3,2296,400.0,2,24,0,1
Midnight Express,0,0,2.8,26,92,1043,650.0,2,3,0,0
D View Cafe,1,0,4.0,510,11,2437,1000.0,1,25,0,1
Green Chillies,0,0,3.7,0,74,1364,750.0,2,15,1,0
Black Deer,1,0,4.4,149,92,2006,350.0,3,2,0,1
Chaat Street,1,0,4.1,222,51,1849,250.0,2,15,0,1
Sri Ayodhya Veg,0,0,3.6,24,74,1737,300.0,2,5,0,0
Fandom at Gillys Redefined,0,0,3.8,103,76,437,1500.0,5,0,0,1
Hammered,1,1,4.7,4811,71,1450,1300.0,4,5,0,1
Meeraas Beegara Oota,1,0,3.8,258,13,1642,550.0,4,12,0,1
Garage Food Company,1,0,3.8,45,74,2608,300.0,2,28,0,1
The Table,0,0,3.7,0,0,1902,400.0,2,16,1,0
Flechazo,0,1,4.7,7154,13,1391,1400.0,4,8,0,1
Amritsari Kulcha Land,1,0,4.0,260,74,917,300.0,2,24,0,1
Papa Khan Biryani,0,0,3.7,0,92,2142,300.0,2,0,1,0
Sri Gundappa Sweets,0,0,3.7,0,86,832,400.0,2,11,1,0
Rolls On Wheels,0,0,3.2,122,74,411,200.0,2,23,0,0
Appana Restaurant,1,0,3.5,12,74,917,300.0,2,29,0,0
Kulfisthan,1,0,3.5,7,29,548,150.0,3,28,0,0
Dominos Pizza,1,0,4.1,521,74,1481,400.0,4,0,0,1
Mizo Dawr,0,0,3.7,0,74,912,400.0,4,26,1,0
Manis Dum Biryani,1,0,3.5,122,13,2064,750.0,4,27,0,0
7 Degrees North,0,0,3.5,11,13,917,500.0,4,12,0,0
Ayodhya Sagara,1,0,3.8,65,74,2663,200.0,4,11,0,1
Peppa Zzing,1,0,4.3,1133,3,2404,800.0,4,20,0,1
Little Kitchen,1,0,3.6,82,74,1541,400.0,2,0,0,0
No 10 Fort Cochin,1,1,3.8,195,13,2140,800.0,4,5,0,1
Hyderabad Biryaani House,1,0,3.9,1615,13,2156,550.0,4,23,0,1
Carlos Cake Cafe,1,0,3.8,81,0,1902,300.0,3,17,0,1
Eatery Have U Been,1,0,3.4,35,11,2324,500.0,2,24,0,0
The Cake House,1,0,3.7,29,0,1902,300.0,2,20,0,0
Crystal Grandeur,1,0,3.7,0,13,1043,600.0,4,0,1,0
Hari Super Sandwich,1,0,3.9,15,74,1562,100.0,2,24,0,1
Mangalore pearl  Seafood Restaurant,1,0,4.3,99,13,793,550.0,4,6,0,1
Mavalli Tiffin Room MTR,0,0,4.3,356,74,1639,300.0,4,11,0,1
Street Foods by Punjab Grill,1,0,3.6,19,44,1851,800.0,2,4,0,0
Madhuban Restaurant,0,0,3.7,0,13,1977,500.0,2,8,1,0
Indian Dhaba,0,0,3.3,7,13,999,450.0,4,12,0,0
Hungry Bird,1,0,3.6,15,74,1027,400.0,2,17,0,0
Chai Kada,0,0,3.6,10,89,2010,100.0,2,26,0,0
Bombay Food Express,0,0,3.7,18,74,1832,250.0,4,6,0,0
Appam  Curry,1,0,3.8,18,74,738,200.0,2,2,0,1
Millers 46,0,1,4.4,2266,13,1890,1100.0,4,22,0,1
Sidewalk Cafe  Bar  The Paul Bangalore,1,1,4.2,217,13,276,1500.0,4,2,0,1
Tummy Delight,0,0,3.5,16,74,917,400.0,4,3,0,0
Food Court,1,0,3.7,0,74,999,300.0,2,4,1,0
Casa Piccosa,1,1,4.1,842,14,1627,1100.0,2,4,0,1
Dolphin Bar,0,0,3.8,61,20,2590,1000.0,6,22,0,1
Cafe Medley,1,0,4.2,1066,3,2345,800.0,4,3,0,1
Eat ups Cloud Kitchen,0,0,3.7,0,27,269,200.0,2,28,1,0
Rajanna Military Hotel,1,0,4.1,164,74,2109,400.0,2,16,0,1
Chef All Nite,1,0,3.8,464,93,2622,300.0,2,2,0,1
De Thaali,1,0,3.9,145,13,999,550.0,2,3,0,1
Eagles Pizza,1,0,3.8,22,74,1485,650.0,4,27,0,1
Pashto,0,0,4.1,787,13,1279,800.0,2,5,0,1
Five Star Chicken,1,0,3.4,12,74,312,300.0,2,8,0,0
Amarnath Ice Cream Parlour,0,0,3.7,0,29,555,200.0,3,3,1,0
Slurpy Shakes,1,0,3.7,0,27,1996,300.0,2,3,1,0
South Parade  The Chancery Hotel,0,0,3.1,122,14,1168,1200.0,0,13,0,0
Nellore Ruchulu,0,0,3.7,0,13,2225,500.0,4,21,1,0
Green G Juice Bar,1,0,3.5,37,56,2035,200.0,2,23,0,0
Bakers Day,0,0,3.9,48,0,1902,200.0,3,25,0,1
Lassi Cream,0,0,3.7,0,56,2022,200.0,3,22,1,0
Chettinad Food House,0,0,3.1,7,74,1659,300.0,2,28,0,0
Toledo Home Cafe,0,0,3.7,0,27,2063,400.0,2,22,1,0
The Wok Shop,1,0,3.4,7,74,1136,500.0,4,22,0,0
Cafe Grill,1,0,4.1,505,74,2660,300.0,2,10,0,1
Rooftop Cafe,1,0,4.1,799,3,2402,400.0,2,24,0,1
KC Das,1,0,3.9,376,90,847,200.0,2,13,0,1
Spicy Paratha House,1,0,3.0,9,74,999,450.0,2,8,0,0
Spice Resto,0,0,3.3,5,74,718,400.0,2,12,0,0
Coastal Delight,1,0,4.1,198,13,1625,650.0,2,22,0,1
Origin Espresso Bar,0,0,3.7,0,3,2257,300.0,4,28,1,0
Season  Adarsh Hamilton,0,1,4.3,326,13,1135,1200.0,0,20,0,1
Grillopia,1,0,3.9,97,74,579,1000.0,4,29,0,1
Dindigul Thalappakatti,1,0,3.7,0,13,2105,800.0,4,13,1,0
Biryani Spot,1,0,3.5,9,74,1640,300.0,4,3,0,0
Hammered,1,1,4.7,4657,71,1450,1300.0,2,18,0,1
House Of Kebabs,1,0,3.8,540,13,1249,650.0,4,16,0,1
Mockaholic Restro Beer Cafe,1,0,3.9,919,76,1116,1000.0,5,25,0,1
Wok Paper Scissors,1,0,4.3,1587,13,1380,550.0,2,0,0,1
Mithai Ghar,0,0,3.7,0,86,832,200.0,3,22,1,0
Unicorn Bar  Restaurant,0,0,3.9,119,14,1612,800.0,4,20,0,1
Cupcake Bliss,1,0,3.7,0,0,1780,200.0,3,28,1,0
Bekal,1,0,4.0,277,13,716,700.0,2,23,0,1
Intalia,1,0,3.6,323,44,1485,800.0,4,4,0,0
Kanti Sweets,1,0,4.0,152,86,847,400.0,3,17,0,1
Om Sai Punjabi Dhabha,1,0,3.4,10,38,917,250.0,4,15,0,0
Cafe Oleiva,0,0,3.4,6,3,2257,500.0,2,23,0,0
Lemon Rice,0,0,3.4,12,74,1628,100.0,4,20,0,0
Nandishwara Lunch Home,0,0,3.7,0,74,1628,100.0,4,16,1,0
A Hole Lotta Love Cafe,1,0,4.4,2862,3,2263,600.0,2,25,0,1
Carrots,1,1,4.1,601,13,621,1100.0,4,28,0,1
Indira Darshini,1,0,3.6,27,74,1660,200.0,4,22,0,0
Calcutta Victoria Chat House,1,0,2.8,132,74,427,200.0,2,27,0,0
SEAPOT,0,0,3.5,8,13,1344,600.0,4,8,0,0
The Early bell,1,0,3.9,197,74,999,300.0,4,15,0,1
Squeez Juice Bars,0,0,3.1,9,44,570,250.0,3,4,0,0
Subz,1,1,4.2,2022,13,1344,1000.0,2,1,0,1
Aasife  Brothers Biriyani Centre,1,0,3.9,125,13,2183,600.0,2,12,0,1
Kritunga Restaurant,1,0,3.8,1989,13,2358,650.0,4,8,0,1
SkyDeck By Sherlocks,0,1,4.2,1427,72,72,1500.0,4,20,0,1
360 Atoms Restaurant And Cafe,1,0,3.1,13,3,2323,400.0,4,1,0,0
Hotel Ruchi Priya,1,0,3.6,22,74,917,350.0,2,13,0,0
Donne Biriyani House,1,0,3.8,278,74,2063,200.0,2,29,0,1
Christys Chicken Biryani,0,0,3.7,0,74,2063,200.0,2,26,1,0
Magic Oven,0,0,4.0,134,8,2389,400.0,1,21,0,1
BBQ52,0,1,3.8,64,13,1635,1500.0,4,18,0,1
Bottle Breacher,0,1,4.1,1195,20,595,1200.0,4,24,0,1
World of Waffles,1,0,3.9,178,29,218,400.0,2,4,0,1
